year,county_code,D,D1,D2,reform_year,D1_year,D2_year,gdp_growth_pc,ln_gdppc,gdppc,ln_fiscal_exp_pc,ln_fiscal_rev_pc,fiscal_autonomy,transfer_dependence,fiscal_exp_pc,fiscal_rev_pc,primary_ratio,secondary_ratio,tertiary_ratio,ln_pop,gov_scale,high_development,high_agriculture,is_county_city,region,region_east,region_central,region_west,relative_time,event_m6plus,event_m5,event_m4,event_m3,event_m2,event_m1,event_0,event_p1,event_p2,event_p3,event_p4,event_p5,event_p6,event_p7,event_p8,event_p9,event_p10plus
2016,411721,1,1,0,2004.0,2004.0,,9.387107486808604,10.297048756141468,29645.0,8.19831203756121,6.740945989637926,0.23284878024884884,0.7671512197511512,3634.809703983975,846.3610060093479,23.952015423543095,33.39408103700739,42.653903539449516,4.498252903642014,16.179661292335982,1,0,0,中部,0,1,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,411721,1,1,0,2004.0,2004.0,,10.494181143531794,10.39684143039008,32756.0,8.307467570236417,6.822442539972995,0.22649667133416856,0.7735033286658315,4054.0334181697467,918.2250746929291,21.072610127822305,34.27739833500121,44.64999153717649,4.503912353913864,16.448092362851753,1,0,0,中部,0,1,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,411721,1,1,0,2004.0,2004.0,,9.45475638051044,10.48718252453499,35853.0,8.545049243193505,7.075427230397855,0.2300124105053724,0.7699875894946275,5141.238296723082,1182.5486136118113,19.627877878697557,33.35800827374772,47.01476893446838,4.487107111124389,18.70563833306584,1,0,0,中部,0,1,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,411721,1,1,0,2004.0,2004.0,,-1.7041809611469054,10.469993832128676,35242.0,8.622322419552212,7.253080258677896,0.25429960473666696,0.745700395263333,5554.2707734613605,1412.4488622916456,22.82324524958911,33.512939468167126,43.66381528224376,4.4856093209291235,20.51681273281634,1,0,0,中部,0,1,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,411721,1,1,0,2004.0,2004.0,,9.156688042676352,10.557608001127225,38469.0,8.652802126561443,7.3845240077497305,0.2813155970193505,0.7186844029806495,5726.169726328179,1610.860855196143,25.697421095421465,33.3681243843294,40.93445452024913,4.481351472217361,19.784754324212187,1,0,0,中部,0,1,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,411721,1,1,0,2004.0,2004.0,,12.521770776469365,10.675584536074474,43286.0,8.050019376338406,7.453665069402375,0.5508160864544398,0.4491839135455602,3133.855693348365,1726.1781285231116,24.90435959788413,33.920271610863004,41.17536879125287,4.485259889315534,9.955232914194031,1,0,0,中部,0,1,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,411721,1,1,0,2004.0,2004.0,,5.096335997782193,10.725291765304336,45492.0,8.211906882424334,7.567519951752755,0.5249842952373401,0.47501570476265986,3684.561797752809,1934.3370786516855,25.890422420912707,33.50869583026563,40.60088174882167,4.48863636973214,11.480519498706226,1,0,0,中部,0,1,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,411721,1,1,0,2004.0,2004.0,,,,,9.019431487602198,7.526439195238956,0.22469928263012953,0.7753007173698705,8262.078651685393,1856.4831460674156,22.07829374517154,29.54144579903975,48.38026045578871,4.48863636973214,26.239163287116913,1,0,0,中部,0,1,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,411722,0,0,0,,,,,7.716015266642587,2244.0,5.029752152449008,4.680632560154725,0.7053087757313109,0.2946912242686891,152.89511331978014,107.83826519087418,34.222595417787936,38.49961893585308,27.277785646358982,4.8889195354121595,6.847688997700126,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,411722,0,0,0,,,,15.641711229946523,7.861341795599989,2595.0,5.099880976029677,4.50881561966586,0.5537370430987453,0.4462629569012547,164.002385923054,90.81419624217119,37.595569722587946,37.08451712748019,25.31991314993186,4.898734921598028,6.350911232762803,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,411722,0,0,0,,,,9.05587668593449,7.948031990637284,2830.0,5.460321958410676,4.532449918089368,0.39539419870383186,0.6046058012961681,235.17312814442144,92.98609055933709,34.51580641181458,40.57114657188682,24.9130470162986,4.90645926184609,8.343811441306407,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,411722,0,0,0,,,,1.3074204946996466,7.96102146588337,2867.0,5.612516470630037,4.4513136454379,0.3131093384900491,0.6868906615099508,273.8324630433184,85.73950136059425,26.88012967298737,46.289397174981346,26.83047315203129,4.9124342731675945,9.57959194175007,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,411722,0,0,0,,,,28.810603418207187,8.214194414852564,3693.0,5.795526717555313,4.429380788195925,0.25508819538670285,0.7449118046132972,328.8253364540667,83.87946167349327,35.87747903765873,41.26016340894738,22.862357553393895,4.917935038807335,8.9285075925183,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,411722,0,0,0,,,,16.626049282426212,8.36799688505411,4307.0,6.066869269455587,4.1088112300512405,0.14113222819946372,0.8588677718005363,431.328193191737,60.8743089903986,32.26382186097705,38.13495893658454,29.601219202438404,4.923478451981633,10.041317415968166,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,411722,0,0,0,,,,12.259113071743673,8.483636407887394,4835.0,6.269556625237443,4.286987430655012,0.13771496586540435,0.8622850341345957,528.2431162824312,72.74698272746983,29.829439367967353,39.053330753853096,31.117229878179547,4.929931256681293,10.961741209146357,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,411722,0,0,0,,,,26.22543950361944,8.716535732544495,6103.0,6.528366837631855,4.511339647030348,0.13305041125245542,0.8669495887475446,684.2797584818861,91.04370327774583,26.24711253062854,39.605301591472355,34.147585877899104,4.935336870046028,12.142613882047115,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,411722,0,0,0,,,,23.77519252826479,8.929832503272403,7554.0,6.813720288351839,4.6892463852968325,0.1194958181175639,0.8805041818824361,910.2509114304098,108.77117735363501,24.684262043362104,41.07500936401281,34.24072859262509,4.940856399488339,13.17532122185364,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,411722,0,0,0,,,,5.573206248345248,8.984066927653044,7975.0,7.0843822017421125,4.803088939595714,0.10215201192250373,0.8978479880774963,1193.1858595917206,121.8863361547763,23.83764069425524,41.250358237901374,34.91200106784339,4.945847853091816,16.464221357652942,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,411722,0,0,0,,,,25.0282131661442,9.207436158828793,9971.0,7.203148739291181,4.983799541550741,0.1086798148837258,0.8913201851162742,1343.6549295774648,146.0281690140845,25.08791679703974,40.04567592202103,34.866407280939235,4.955827057601261,16.222859727644988,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,411722,0,0,0,,,,27.449603851168387,9.449986995389407,12708.0,7.389248962135285,5.2083287576531125,0.1129375571630498,0.8870624428369502,1618.490109002826,182.78831920333738,24.71970999463955,39.85372485324585,35.4265651521146,5.001392712729324,17.590752824839132,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,411722,0,0,0,,,,11.976707585772742,9.563107691083898,14230.0,7.651094451414347,5.405630981699006,0.10587845754164332,0.8941215424583566,2102.9459025174074,222.6566684520621,23.660933264706316,39.356809865088785,36.9822568702049,5.006359499233468,21.10522644899539,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,411722,0,0,0,,,,16.317638791286015,9.714262219425379,16552.0,7.77025897059988,5.62054277110125,0.1165172207272942,0.8834827792727058,2369.0847322142286,276.03916866506796,23.18447933908946,39.4264155445205,37.38910511639004,5.0114349742668205,21.213975752695386,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,411722,0,0,0,,,,4.5190913484775255,9.75846178048587,17300.0,7.8433572817259005,5.8085993643153175,0.13071212180312308,0.8692878781968769,2548.7473488865326,333.1521739130435,22.712876804569547,40.58082904261309,36.706294152817364,5.016484818885147,22.322677641622793,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,411722,0,0,0,,,,8.271676300578035,9.837935184295892,18731.0,7.958868275077348,5.921469166909428,0.13036734167062328,0.8696326583293768,2860.8334432282736,372.959250956086,21.923458943386752,39.430621616124014,38.64591944048922,5.02164117327279,23.472035281032117,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,411722,0,0,0,,,,9.721851476162511,9.93071353878972,20552.0,8.067101173112045,6.018016353497353,0.12885277317421218,0.8711472268257878,3187.8474042999474,410.7629785002622,20.40184329786928,39.212563217125854,40.38559348500486,5.027557961292164,24.10891241261636,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,411722,0,0,0,,,,11.137602179836511,10.036312445648633,22841.0,8.165262053250627,6.073801281803213,0.12350658908190333,0.8764934109180966,3516.6427640156453,434.32855280312907,18.362387227476688,40.20944654732743,41.42816622519588,5.0330488889331555,24.2107157571411,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,411722,0,0,0,,,,8.257081563854472,10.115651043007174,24727.0,8.251159968519845,6.211622278836445,0.13008883839063282,0.8699111616093672,3832.0683229813662,498.50931677018633,17.362095966834072,39.347565104328936,43.289341957138525,5.081404364984463,25.62894375002596,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,411722,0,0,0,,,,8.22178185788814,10.194663514242166,26760.0,8.402970424718243,6.44126527799144,0.14061844130404366,0.8593815586959563,4460.296063306623,627.1998801767393,18.33076837822612,40.894997397973526,40.774234223800356,5.076647728489827,27.408523525425654,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,411722,0,0,0,,,,1.812406576980568,10.2126252970172,27245.0,8.439973257676094,6.49704214086785,0.1432833534247459,0.856716646575254,4628.431207897143,663.17714456325,19.04338620888207,40.07628425853502,40.88032953258291,5.079956111802967,27.57093476376816,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,411722,0,0,0,,,,9.175995595522114,10.300416329622006,29745.0,7.72836915947479,6.584481539047149,0.3185781005323073,0.6814218994676927,2271.894080996885,723.7757009345794,18.657546247936114,40.16915456414058,41.173299187923305,5.07829394257007,12.286922532601004,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,411722,0,0,0,,,,6.424609178013112,10.36268298306526,31656.0,8.259461410223786,6.702166366728086,0.21070524958769085,0.7892947504123091,3864.0124223602484,814.1677018633541,18.023460223095856,41.11931473135807,40.85722504554607,5.081404364984463,19.883849522165757,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,411722,0,0,0,,,,,,,8.39018579743596,6.755668311855605,0.1950464613275506,0.8049535386724493,4403.635802469136,858.9135802469136,18.97954924874791,32.52295492487479,48.497495826377296,5.087596335232384,24.811804396215916,0,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,411723,0,0,0,,,,,7.7702232041587855,2369.0,5.25037165846732,4.5613932631684335,0.5020887433668285,0.4979112566331715,190.63710718897977,95.71674558760223,40.14072938341912,37.5355930347169,22.32367758186398,4.531738907902208,8.083269448399227,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,411723,0,0,0,,,,12.157028281975517,7.884952945759814,2657.0,5.437426689097682,4.4657725930924075,0.3784565166705526,0.6215434833294474,229.84994640943194,86.9882100750268,39.66260248055497,37.738717032389516,22.598680487055514,4.535820107853298,8.669410261800424,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
