year,county_code,D,D1,D2,reform_year,D1_year,D2_year,gdp_growth_pc,ln_gdppc,gdppc,ln_fiscal_exp_pc,ln_fiscal_rev_pc,fiscal_autonomy,transfer_dependence,fiscal_exp_pc,fiscal_rev_pc,primary_ratio,secondary_ratio,tertiary_ratio,ln_pop,gov_scale,high_development,high_agriculture,is_county_city,region,region_east,region_central,region_west,relative_time,event_m6plus,event_m5,event_m4,event_m3,event_m2,event_m1,event_0,event_p1,event_p2,event_p3,event_p4,event_p5,event_p6,event_p7,event_p8,event_p9,event_p10plus
2017,411724,1,0,1,2009.0,,2009.0,8.711853769514395,10.229729061853906,27715.0,8.667928147895493,6.545578586923323,0.11974993793585953,0.8802500620641405,5813.4422709923665,696.1593511450382,28.41283851024769,28.730970238604534,42.85619125114778,4.428910220572732,27.988643730938655,0,1,0,中部,0,1,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,411724,1,0,1,2009.0,,2009.0,9.157495940826267,10.317350632095335,30253.0,8.555119537535198,6.682917225776191,0.15378460695167073,0.8462153930483293,5193.273645546373,798.6455463728191,26.639928228402553,28.555596601403764,44.80447517019368,4.467286478624705,23.876616180273366,0,1,0,中部,0,1,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,411724,1,0,1,2009.0,,2009.0,28.559151158562784,10.56856956482773,38893.0,8.65309404995936,6.840715293528571,0.16326530612244897,0.8367346938775511,5727.8415732654885,935.1578078800798,23.816234416917663,38.19019043961217,37.99357514347017,4.468869247423628,20.61861624250265,0,1,0,中部,0,1,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,411724,1,0,1,2009.0,,2009.0,5.000899904867199,10.61736829948298,40838.0,8.671704552428906,6.904665395312548,0.17083806540043078,0.8291619345995692,5835.437686392358,996.9148851080362,26.42329663986548,35.897026668381606,37.67967669175291,4.471833060206829,20.026382906637135,0,1,0,中部,0,1,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,411724,1,0,1,2009.0,,2009.0,7.458739409373623,10.689305067937381,43884.0,8.702538395109908,6.98426066924491,0.1793748146345544,0.8206251853654456,6018.16933638444,1079.508009153318,24.84815019326339,36.675869685256764,38.47598012147985,4.470495282661489,19.362709368672924,0,1,0,中部,0,1,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,411724,1,0,1,2009.0,,2009.0,7.278279099443989,10.759561079588272,47078.0,8.557425770886255,7.099467471316564,0.23271091600457539,0.7672890839954246,5205.264367816092,1211.3218390804598,24.513359669905093,37.09543286066629,38.391207469428615,4.465908118654584,15.724787570675222,0,1,0,中部,0,1,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,411724,1,0,1,2009.0,,2009.0,,,,8.674371794767998,7.158943262487631,0.21971401012496095,0.780285989875039,5851.022988505747,1285.551724137931,23.40281169471716,30.187216564526754,46.409971740756085,4.465908118654584,18.86317501091312,0,1,0,中部,0,1,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,411725,0,0,0,,,,,8.253488028345904,3841.0,5.498288043134941,5.097383473611062,0.6697139691114343,0.3302860308885657,244.27338859753002,163.59330062595163,34.192067507562754,44.19746315919826,21.61046933323898,4.079400114836278,6.3858863905744165,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,411725,0,0,0,,,,7.029419422025514,8.321421586897879,4111.0,5.57223324323567,4.8673276466082935,0.4941552219738103,0.5058447780261897,263.0208333333333,129.9731182795699,30.210242720238167,47.495499485362565,22.294257794399268,4.086312390524837,6.419640696954413,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,411725,0,0,0,,,,13.232790075407443,8.445697189711167,4655.0,5.994385433507536,5.001651478734517,0.37056220456602634,0.6294377954339736,401.1700625378253,148.6584627799072,30.185965587186125,46.15522487235084,23.658809540463036,3.9033858120324827,8.693257326711898,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,411725,0,0,0,,,,4.124597207303974,8.486115235845377,4847.0,6.028655257209956,4.9954171699551635,0.3558528105080162,0.6441471894919838,415.1563753007217,147.7345629510826,26.383524247717116,49.6168574427568,23.99961830952608,3.909620120811836,8.591354710765746,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,411725,0,0,0,,,,30.018568186507117,8.74862232231722,6302.0,6.242014614506888,5.0093721220371945,0.291521216352494,0.7084787836475059,513.8927646003588,149.81064381104247,33.624944490262,45.75588403222737,20.619171477510626,3.9154172384961616,8.178011799784304,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,411725,0,0,0,,,,12.757854649317677,8.868694776580972,7106.0,6.479972783980822,4.963053996415039,0.21938682401605938,0.7806131759839406,651.9532024588539,143.0299424945469,32.432802918401144,43.93351909046148,23.63367799113737,3.920586236088634,9.197775390537577,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,411725,0,0,0,,,,12.032085561497325,8.982309899088579,7961.0,6.715909010525495,5.185966121371824,0.2165480342043663,0.7834519657956337,825.4337539432177,178.7460567823344,30.84427115024028,45.12225105859855,24.033477791161168,3.9263203101289705,10.397486682147248,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,411725,0,0,0,,,,29.368169827911068,9.239802082125802,10299.0,7.020138138986114,5.509864527113166,0.22084954263484385,0.7791504573651562,1118.9411764705883,247.11764705882354,30.00706258698407,44.17315801499761,25.819779398018323,3.9318256327243257,11.853929083317755,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,411725,0,0,0,,,,25.157782308962034,9.464207095933233,12890.0,7.263485939472042,5.718942588245308,0.21340930207137782,0.7865906979286221,1427.223088923557,304.5826833073323,28.693058550367496,46.215440974326874,25.091500475305633,3.9373008126124147,12.120790564106642,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,411725,0,0,0,,,,16.795965865011635,9.619465440915834,15055.0,7.578872674109096,5.886729024735659,0.18412440248328937,0.8158755975167107,1956.4221963523478,360.22506790842067,26.27287051493284,45.36531667973725,28.361812805329915,3.942358205224219,14.509637453323645,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,411725,0,0,0,,,,25.978080371969448,9.850403181443673,18966.0,7.55454634988779,6.077024550852006,0.2282025199166071,0.7717974800833929,1909.4038461538462,435.7307692307692,27.467796753445327,44.35980119887323,28.172402047681437,3.9512437185814275,12.342899622337528,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,411725,0,0,0,,,,24.7811873879574,10.071794697944505,23666.0,7.832905542316734,6.308057780817702,0.21765418969069097,0.782345810309309,2522.2472331645095,548.9776777340086,27.13886738912808,45.62059421287784,27.24053839799408,3.9761239308346696,14.006952380257905,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,411725,0,0,0,,,,5.611425673962646,10.12639107504573,24994.0,8.096767911703079,6.50703812002519,0.2039807215768295,0.7960192784231706,3283.837252706234,669.839492347891,26.956171013713366,45.998222991220175,27.045605995066463,3.9811758641164627,17.141509911889983,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,411725,0,0,0,,,,17.75226054253021,10.289803819583309,29431.0,8.210055312498696,6.7692363448465755,0.23673380194485924,0.7632661980551407,3677.745885954841,870.6467661691543,26.268583017671915,46.39402746382494,27.33738951850314,3.9562312600924665,16.419434150208705,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,411725,0,0,0,,,,10.59087356868608,10.390471201816547,32548.0,8.311658353785116,6.959189462149652,0.2586010139748938,0.7413989860251062,4071.0586443259713,1052.7798933739527,24.20810813534906,42.278477675840506,33.51341418881044,3.9611940494345954,16.577259416448094,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,411725,0,0,0,,,,4.605505714636844,10.435497201969248,34047.0,8.38368777248037,7.091039125152373,0.27454265257179467,0.7254573474282053,4375.113636363636,1201.155303030303,22.950218070444997,41.26609263579974,35.78368929375526,3.966511190712216,16.853657148610377,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,411725,0,0,0,,,,9.783534525802567,10.528837575030249,37378.0,8.510644409216845,7.234731358170108,0.2791759499234605,0.7208240500765395,4967.363071710898,1386.7683041596085,21.266083664009937,40.805725914195165,37.9281904217949,3.972741740462852,17.568363685018802,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,411725,0,0,0,,,,11.993686125528386,10.642109884868974,41861.0,8.581918890841674,7.355816920000612,0.2934341661987647,0.7065658338012353,5334.3317109696745,1565.2751778360164,18.844441004512927,40.96426572677153,40.19129326871555,3.9781852076818147,16.965742251223492,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,411725,0,0,0,,,,8.239172499462507,10.721283037661184,45310.0,8.637915062506366,7.530885797508245,0.3305394490799667,0.6694605509200333,5641.55526399773,1864.7565689159958,17.626067135276756,39.83432500352308,42.54010136585639,4.032504618868195,17.447857120531932,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,411725,0,0,0,,,,0.10372986095784593,10.72231979864831,45357.0,8.758540137317322,7.685866211708226,0.3420925633021739,0.6579074366978261,6364.8130393096835,2177.35520755655,20.101402806268794,38.06854505949799,41.830052134233206,4.0310852225829095,19.604560774690754,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,411725,0,0,0,,,,7.218290451308508,10.792016466624613,48631.0,8.901734438533833,7.796515560226217,0.331138395297811,0.668861604702189,7344.701431273869,2432.1126458935646,24.0944212093287,36.022373708037186,39.88320508263411,4.025958649355636,20.98825370128509,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,411725,0,0,0,,,,10.05531451131994,10.887829379231441,53521.0,8.858109919463256,7.895032838231392,0.38171650430105614,0.6182834956989438,7031.1806797853305,2683.91771019678,22.093583815218835,37.8116804445473,40.094735740233865,4.023564380161053,18.44971734651679,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,411725,0,0,0,,,,7.311148894826331,10.958391741441599,57434.0,8.875309595951284,8.047343835983972,0.4369372180629442,0.5630627819370557,7153.160714285715,3125.4821428571427,21.837162659445582,38.39186492048627,39.77097242006815,4.02535169073515,17.77073197349409,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,411725,0,0,0,,,,,,,8.89616497571721,8.03831245883896,0.4240717921909812,0.5759282078090189,7303.909090909091,3097.3818181818183,20.126452531052763,34.185632168301446,45.68791530064579,4.007333185232471,18.489436744507803,1,0,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,411726,0,0,0,,,,,7.976251943745623,2911.0,5.318493186001392,4.787437966330741,0.5879841897233201,0.4120158102766799,204.07614540761455,119.9935469993547,39.546162915685684,36.025038774394396,24.428798309919923,4.532384416262439,7.057497684694436,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,411726,0,0,0,,,,10.477499141188595,8.075893630298857,3216.0,5.397556069661903,4.586685766332255,0.4444710731917749,0.5555289268082251,220.86597501587977,98.16853694685582,39.80925842994809,36.37259292431706,23.81814864573485,4.548176464467971,6.920767610422783,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,411726,0,0,0,,,,7.1517412935323375,8.144969417087875,3446.0,5.698123905827683,4.635511628153709,0.3455519526293529,0.6544480473706471,298.3072232152245,103.08064346546105,38.059696923312416,37.54691565896219,24.393387417725393,4.555034116494294,8.685749272922088,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,411726,0,0,0,,,,5.977945443993035,8.20303024171486,3652.0,5.773896769397823,4.589332034201053,0.305879289016212,0.694120710983788,321.7892310915567,98.4286612193589,35.66310973419282,38.94453082115996,25.392359444647216,4.55870731157775,8.82805158078969,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,411726,0,0,0,,,,21.905805038335156,8.401108712395436,4452.0,5.970153475792608,4.609336858682937,0.2564512689272766,0.7435487310727233,391.5657620041754,100.41753653444677,41.08332843972048,35.85436608139057,23.062305478888952,4.562262684976814,8.811321862704798,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,411726,0,0,0,,,,9.613656783468103,8.492900498847193,4880.0,6.207228914165564,4.556115189245821,0.19183613691522303,0.808163863084777,496.3239875389408,95.2128764278297,42.39885299520588,32.460491701497126,25.140655303297,4.56746831880408,10.197589497737354,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,411726,0,0,0,,,,,,,6.505939019970171,4.847460124828676,0.19042842150750047,0.8095715784924995,669.1036761668732,127.41635687732342,40.68548251685628,33.09129443546853,26.22322304767519,4.573060132069858,12.0887608628326,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,411726,0,0,0,,,,,8.91018077801329,7407.0,6.880382917536978,5.165536255314218,0.17999131806583446,0.8200086819341655,972.9988667971568,175.13134851138355,35.64626541954724,36.99212540204814,27.36160917840462,4.575432367724135,14.549059114939556,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,411726,0,0,0,,,,28.797083839611176,9.163248764442333,9540.0,7.020974180745583,5.340891922795094,0.18635864592863677,0.8136413540713632,1119.877049180328,208.6987704918033,35.683301645736705,38.1473049396321,26.16939341463119,4.580877493419047,13.236131126100489,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,411726,0,0,0,,,,12.222222222222221,9.278559610953327,10706.0,7.126083995583168,5.4401159695049985,0.18526500376937952,0.8147349962306205,1243.9959225280327,230.46890927624872,35.11733772263935,38.3701992416961,26.512463035664556,4.585987366571318,13.223831851147914,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,411726,0,0,0,,,,29.815056977395855,9.539500223874272,13898.0,7.354657576954475,5.559534523635214,0.1661070110701107,0.8338929889298893,1563.4615384615386,259.7019230769231,35.715073487524215,38.12610231286316,26.158824199612624,4.6443908991413725,14.820553719949869,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,411726,0,0,0,,,,24.154554612174415,9.755857235532103,17255.0,7.7954629915361355,5.949551061484165,0.15788127853881279,0.8421187214611872,2429.554027069004,383.58109607277567,32.93281032027259,41.5625258225547,25.504663857172716,4.501364017262502,17.74161404941404,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,411726,0,0,0,,,,15.607070414372645,9.900884166666014,19948.0,7.954591831516898,6.127325673831932,0.16085271317829458,0.8391472868217054,2848.6253726399473,458.20912001766595,33.001875135105244,41.71633392773656,25.2817909371582,4.506123032386857,18.528719155607487,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,411726,0,0,0,,,,15.094245037096451,10.04146529547803,22959.0,8.14628875837354,6.338458162470728,0.16400955414012738,0.8359904458598726,3450.5494505494507,565.9230769230769,30.839516920669247,43.94963689907083,25.21091000534854,4.51085950651685,20.041077827036563,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,411726,0,0,0,,,,12.195653120780522,10.156539359589003,25759.0,8.222455933533444,6.534863082563546,0.18496422500227538,0.8150357749977246,3723.6361648627967,688.7394774242921,28.55538060800651,41.137840583757516,30.306778808235972,4.516011049668273,19.451787863056616,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,411726,0,0,0,,,,6.013432198454909,10.214934978538171,27308.0,8.30263598618498,6.6630676981032115,0.19406380386618222,0.8059361961338178,4034.4932579382344,782.94910830796,26.7022088950799,40.07602843521473,33.22176266970537,4.521353699894981,19.923337904991843,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,411726,0,0,0,,,,9.162150285630585,10.302599186672117,29810.0,8.386683601220632,6.763181736167336,0.19720689655172413,0.8027931034482758,4388.240380458279,865.3912667531345,24.894876521511055,39.86093971934533,35.24418375914361,4.527424837363238,20.016476616959082,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,411726,0,0,0,,,,9.953035893995303,10.397482328890645,32777.0,8.536513093010337,6.874968680573552,0.18984555373991882,0.8101544462600812,5097.538693035253,967.7450558899396,21.892599073885588,40.851449316247,37.255951609867424,4.533029508210409,21.407199210288635,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,411726,0,0,0,,,,9.424291423864295,10.48754505050837,35866.0,8.699468140114357,7.038299365426925,0.1899168802920842,0.8100831197079158,5999.720357941834,1139.4481730052198,20.457426513819048,39.87450684647183,39.6672810671218,4.570081723315597,23.951074539261676,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,411726,0,0,0,,,,18.0449450733285,10.653440306917526,42338.0,8.86366760283743,7.175253081884323,0.1848123078720437,0.8151876921279563,7070.366546205472,1306.690758905524,19.79599792554498,41.628307212510556,38.57569486194446,4.573163389853005,23.96278998802499,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,411726,0,0,0,,,,8.720298549766166,10.737048636811288,46030.0,8.88127757888513,7.2899183416591224,0.20364861674500462,0.7963513832549953,7195.978295563358,1465.4510260185539,25.45803614842013,38.022594822880855,36.51936902869901,4.5759782164552005,22.15280951870783,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,411726,0,0,0,,,,4.2515750597436455,10.778685419874725,47987.0,8.70293833521349,7.368960012570911,0.26342717559759016,0.7365728244024099,6020.576725025747,1585.9835221421215,22.329620809927427,39.33937546340891,38.33100372666366,4.575741375297279,17.713636243811493,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,411726,0,0,0,,,,6.018296622001793,10.837126922744897,50875.0,8.381989709434738,7.525367617395356,0.42459390180000284,0.5754060981999971,4367.690721649485,1854.4948453608247,21.793921981918057,39.75453265902856,38.45154535905338,4.574710978503383,12.279917636501498,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,411726,0,0,0,,,,,,,8.559824023230286,7.595418377249297,0.381209705941046,0.618790294058954,5217.762886597938,1989.0618556701031,20.01230305985742,34.64500584349368,45.3426910966489,4.574710978503383,15.512858904377886,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,411727,0,0,0,,,,,8.043984431221553,3115.0,5.2247303294845615,4.784321528005407,0.643773191849489,0.356226808150511,185.81105600580622,119.62017660578202,42.15849103682737,34.154015298603476,23.68749366456915,4.414856779264584,5.9888340468003145,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,411727,0,0,0,,,,8.731942215088283,8.127699852817772,3387.0,5.363991059718393,4.631654721914352,0.4807844021187873,0.5192155978812127,213.57564087134432,102.68383680346612,40.52626329550393,34.8162317353794,24.657504969116673,4.41992435767689,6.321286342231436,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,411727,0,0,0,,,,8.591674047829938,8.210124405164267,3678.0,5.735398588424263,4.847454062309707,0.4115007130274306,0.5884992869725694,309.6363636363636,127.41558441558442,41.097972254892234,33.76812004931204,25.13390769579572,4.343805421853684,8.446103923708039,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,411727,0,0,0,,,,0.24469820554649263,8.212568398234145,3687.0,5.832579526470302,4.764234880617779,0.34357678820557297,0.6564232117944271,341.237776634071,117.24137931034483,35.02242262528795,37.19911782134129,27.778459553370755,4.353112624509239,9.298990543577732,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,411727,0,0,0,,,,32.08570653647953,8.490849216076635,4870.0,5.984336567016505,4.871444811988177,0.32860733389186053,0.6713926661081395,397.15894548246735,130.5093422062964,43.48634925152107,33.86455443039976,22.649096318079174,4.358502089626924,8.177537463471962,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,411727,0,0,0,,,,9.363449691991786,8.580355766373877,5326.0,6.278963621655771,4.683723456628546,0.20285980282160845,0.7971401971783916,533.2357433808554,108.17209775967413,42.96652391782076,31.917427740885685,25.116048341293556,4.36386266404621,10.038990325510506,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,411727,0,0,0,,,,13.987983477281263,8.711278615130434,6071.0,6.430544173214053,4.8158279081333895,0.19894711067580803,0.8010528893241919,620.5115219042796,123.44897442390479,41.88903202061097,32.5149730652123,25.595994914176735,4.369194655858504,10.248603071569578,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,411727,0,0,0,,,,25.366496458573547,8.937349848267392,7611.0,6.7932583003540845,5.003431471473656,0.16698908485011085,0.8330109151498891,891.8146329177686,148.92330940687572,38.1617661960569,33.50307956762612,28.335154236316974,4.37462430490712,13.047675723279248,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,411727,0,0,0,,,,26.869005386939953,9.175334762777368,9656.0,6.975899533346591,5.180917788983992,0.166130485137048,0.833869514862952,1070.5197244834064,177.84596117720727,35.89107158658526,36.53629472318084,27.572633690233907,4.380149874661021,12.606701471846149,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,411727,0,0,0,,,,8.388566694283348,9.255887186932153,10466.0,7.227633087662626,5.2889276261981975,0.14389010054207654,0.8561098994579235,1376.9595015576324,198.13084112149534,33.62516936912792,36.8608134320378,29.51401719883428,4.385146762010125,14.95740899412673,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,411727,0,0,0,,,,13.109115230269444,9.37906997525067,11838.0,7.3672174304595694,5.465608839936353,0.1493282179646135,0.8506717820353865,1583.2222222222222,236.41975308641975,35.27513281463923,35.54425646143077,29.180610723930005,4.394449154672439,14.692501314684481,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,411727,0,0,0,,,,21.701300895421525,9.575469478561473,14407.0,7.62672452894892,5.707675848927913,0.14674649862388792,0.8532535013761121,2052.3166945306903,301.1702889897301,35.02446310227816,35.840817132142504,29.13471976557933,4.4277167605909975,16.308197131990678,0,1,0,中部,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
